Season,Rank,Team,Record,Rating,Hi,Lo,Last
2010-11,20,"Texas A&M",9-4,5.1,16,118,17
2010-11,21,"Ohio St",12-1,4.9,5,98,25
2010-11,22,"UCLA",4-8,4.8,3,56,19
2010-11,23,"Miami",7-6,4.7,1,110,20
2010-11,24,"Boise St",12-1,4.1,1,30,23
2010-11,25,"Wisconsin",11-2,4.1,22,102,32
2010-11,26,"Missouri",10-3,3.6,12,88,26
2010-11,27,"NC State",9-4,3.5,23,113,29
2010-11,28,"Nebraska",10-4,3.4,9,91,24
2010-11,29,"TCU",13-0,3.3,4,46,38
2010-11,30,"Clemson",6-7,3.2,19,114,27
2010-11,31,"Oklahoma St",11-2,3.1,28,107,30
2010-11,32,"Notre Dame",8-5,3.0,16,56,31
2010-11,33,"Tennessee",6-7,3.0,4,87,28
2010-11,34,"Utah",10-3,3.0,28,108,43
2010-11,35,"Iowa",8-5,2.1,28,101,35
2010-11,36,"Pittsburgh",8-5,2.1,19,42,33
2010-11,37,"North Carolina",8-5,2.0,1,37,34
2010-11,38,"Kentucky",6-7,1.7,19,92,37
2010-11,39,"Washington St",2-10,1.5,15,110,36
2010-11,40,"West Virginia",9-4,1.0,13,88,47
2010-11,41,"Iowa St",5-7,0.5,32,84,41
2010-11,42,"Michigan St",11-2,0.5,41,109,55
2010-11,43,"Maryland",9-4,0.5,39,98,40
2010-11,44,"Michigan",7-6,0.5,15,68,45
2010-11,45,"Texas",5-7,0.4,3,97,42
2010-11,46,"Colorado",5-7,0.3,20,77,39
2010-11,47,"Cincinnati",4-8,0.2,14,50,49
2010-11,48,"Boston College",7-6,0.1,32,117,58
2010-11,49,"Illinois",7-6,0.0,21,97,46
2010-11,50,"Texas Tech",8-5,0.0,12,75,44
2010-11,51,"Penn St",7-6,-0.1,20,95,56
2010-11,52,"Baylor",7-6,-0.2,46,114,48
2010-11,53,"Air Force",9-4,-0.2,14,96,52
2010-11,54,"S Florida",8-5,-0.3,16,97,59
2010-11,55,"Georgia Tech",6-7,-0.4,14,91,54
2010-11,56,"BYU",7-6,-0.6,5,64,50
2010-11,57,"UConn",8-5,-0.8,20,69,64
2010-11,58,"Kansas St",7-6,-0.9,42,105,51
2010-11,59,"Minnesota",3-9,-1.0,40,101,57
2010-11,60,"Nevada",13-1,-1.1,42,117,53
2010-11,61,"Mississippi",4-8,-1.2,38,115,61
2010-11,62,"Louisville",7-6,-1.4,33,77,60
2010-11,63,"Vanderbilt",2-10,-1.5,16,76,62
2010-11,64,"Wake Forest",3-9,-1.5,53,111,63
2010-11,65,"Duke",3-9,-2.2,63,108,65
2010-11,66,"Syracuse",8-5,-2.8,48,118,68
2010-11,67,"Virginia",4-8,-3.1,43,109,67
2010-11,68,"San Diego St",9-4,-3.1,61,119,70
2010-11,69,"Hawai'i",10-4,-3.4,29,86,66
2010-11,70,"Rutgers",4-8,-3.7,47,112,69
2010-11,71,"E Carolina",6-7,-3.7,36,86,71
2010-11,72,"Navy",9-4,-3.7,34,97,73
2010-11,73,"Northwestern",7-6,-4.1,41,104,72
2010-11,74,"Tulsa",10-3,-4.3,33,91,83
2010-11,75,"Fresno St",8-5,-4.6,28,96,75
2010-11,76,"UNLV",2-11,-4.8,10,94,74
2010-11,77,"Houston",5-7,-5.2,30,112,79
2010-11,78,"Kansas",3-9,-5.3,39,110,76
2010-11,79,"SMU",7-7,-5.5,12,87,77
2010-11,80,"Purdue",4-8,-5.5,26,114,78
2010-11,81,"UCF",11-3,-5.8,61,115,89
2010-11,82,"Wyoming",3-9,-6.3,45,105,82
2010-11,83,"Southern Miss",8-5,-6.3,6,112,87
2010-11,84,"Memphis",1-11,-6.4,13,113,81
2010-11,85,"Louisiana Tech",5-7,-6.5,70,102,80
2010-11,86,"Indiana",5-7,-6.8,81,120,84
2010-11,87,"Idaho",6-7,-7.4,56,120,85
2010-11,88,"Utah St",4-8,-7.5,9,97,86
2010-11,89,"Colorado St",3-9,-7.6,36,104,88
2010-11,90,"N Illinois",11-3,-7.8,34,102,92
2010-11,91,"Rice",4-8,-7.9,5,116,90
2010-11,92,"Army",7-6,-7.9,76,115,94
2010-11,93,"C Michigan",3-9,-8.4,55,114,93
2010-11,94,"Toledo",8-5,-8.5,28,109,91
2010-11,95,"Florida Intl",7-6,-8.7,15,114,97
2010-11,96,"Marshall",5-7,-8.9,1,97,95
2010-11,97,"UAB",4-8,-9.0,51,99,96
2010-11,98,"Arkansas St",4-8,-9.2,10,108,99
2010-11,99,"Temple",8-4,-9.2,45,111,98
2010-11,100,"Bowling Green",2-10,-9.3,24,101,100
2010-11,101,"W Michigan",6-6,-9.6,21,114,101
2010-11,102,"Tulane",4-8,-9.8,93,120,102
2010-11,103,"Troy",8-5,-9.8,34,109,107
2010-11,104,"E Michigan",2-10,-10.2,64,119,103
2010-11,105,"Miami OH",10-4,-10.2,1,111,104
2010-11,106,"Louisiana",3-9,-10.2,4,110,105
2010-11,107,"Florida Atlantic",4-8,-10.3,37,108,108
2010-11,108,"New Mexico",1-11,-10.4,6,115,106
2010-11,109,"San Jose St",1-12,-10.8,2,118,109
2010-11,110,"W Kentucky",2-10,-11.0,3,117,110
2010-11,111,"Kent St",5-7,-11.4,68,119,111
2010-11,112,"N Texas",3-9,-11.5,13,115,112
2010-11,113,"UL Monroe",5-7,-11.7,5,114,114
2010-11,114,"New Mexico St",2-10,-12.2,54,119,113
2010-11,115,"UTEP",6-7,-13.0,70,120,117
2010-11,116,"Akron",1-11,-13.3,44,117,115
2010-11,117,"Ohio",8-5,-13.3,76,118,116
2010-11,118,"Middle Tenn",6-7,-14.3,49,120,118
2010-11,119,"Buffalo",2-10,-15.3,73,120,119
2010-11,120,"Ball St",4-8,-15.4,84,120,120
2011-12,1,"LSU",13-1,13.7,1,9,1
2011-12,2,"Oregon",12-2,11.1,1,6,2
2011-12,3,"Alabama",12-1,10.8,3,70,6
2011-12,4,"Oklahoma St",12-1,10.8,3,80,4
2011-12,5,"Stanford",11-2,9.5,4,74,7
2011-12,6,"Oklahoma",10-3,9.1,3,50,3
2011-12,7,"USC",10-2,7.7,3,55,5
2011-12,8,"Arkansas",11-2,7.1,8,108,10
2011-12,9,"Texas A&M",7-6,6.9,6,98,8
2011-12,10,"Texas",8-5,6.8,9,75,11
2011-12,11,"Missouri",8-5,6.6,2,65,9
2011-12,12,"Wisconsin",11-3,6.0,12,110,25
2011-12,13,"Notre Dame",8-5,5.9,6,36,12
2011-12,14,"Georgia",10-4,5.9,2,28,16
2011-12,15,"Michigan St",11-3,5.7,12,115,15
2011-12,16,"Kansas St",10-3,5.3,11,120,20
2011-12,17,"Arizona St",6-7,5.2,3,112,19
2011-12,18,"Baylor",10-3,5.1,8,63,14
2011-12,19,"Florida",7-6,4.8,6,103,21
2011-12,20,"California",7-6,4.7,14,79,17
2011-12,21,"UCLA",6-8,4.7,12,51,13
2011-12,22,"Arizona",4-8,4.4,3,90,18
2011-12,23,"Oregon St",3-9,3.9,19,91,22
2011-12,24,"South Carolina",11-2,3.6,9,51,27
2011-12,25,"Ohio St",6-7,3.5,15,82,24
2011-12,26,"Iowa St",6-7,3.3,23,99,23
2011-12,27,"Auburn",8-5,3.0,7,64,26
2011-12,28,"Mississippi St",7-6,3.0,12,106,28
2011-12,29,"Vanderbilt",6-7,2.9,29,118,35
2011-12,30,"Penn St",9-4,2.9,21,92,36
2011-12,31,"Washington",7-6,2.8,20,97,29
2011-12,32,"Nebraska",9-4,2.7,16,105,33
2011-12,33,"Michigan",11-2,2.7,29,61,31
2011-12,34,"Tennessee",5-7,2.6,9,106,34
2011-12,35,"Florida St",9-4,2.5,9,107,37
2011-12,36,"Boise St",12-1,2.5,2,38,38
2011-12,37,"Utah",8-5,2.2,17,114,30
2011-12,38,"Colorado",3-10,2.0,21,71,32
2011-12,39,"Tulsa",8-5,1.9,1,51,40
2011-12,40,"West Virginia",10-3,1.5,18,101,44
2011-12,41,"Clemson",10-4,1.5,24,102,39
2011-12,42,"Texas Tech",5-7,0.9,29,119,42
2011-12,43,"TCU",11-2,0.8,6,62,45
2011-12,44,"Mississippi",2-10,0.6,38,78,46
2011-12,45,"Washington St",4-8,0.6,35,120,41
2011-12,46,"Miami",6-6,0.6,14,51,43
2011-12,47,"Iowa",7-6,0.4,42,110,52
2011-12,48,"Pittsburgh",6-7,0.1,30,112,47
2011-12,49,"S Florida",5-7,0.1,22,51,48
2011-12,50,"Cincinnati",10-3,-0.1,35,85,53
2011-12,51,"Wake Forest",6-7,-0.3,37,94,51
2011-12,52,"Virginia Tech",11-3,-0.4,24,86,56
2011-12,53,"Illinois",7-6,-0.4,38,82,49
2011-12,54,"North Carolina",7-6,-0.6,46,114,57
2011-12,55,"Kansas",2-10,-0.7,53,113,55
2011-12,56,"Boston College",4-8,-0.7,26,88,50
2011-12,57,"Northwestern",6-7,-0.7,35,105,61
2011-12,58,"Maryland",2-10,-0.9,13,59,54
2011-12,59,"Syracuse",5-7,-1.4,48,94,59
2011-12,60,"Louisville",7-6,-1.4,57,116,58
2011-12,61,"Rutgers",9-4,-1.5,54,118,60
2011-12,62,"Georgia Tech",8-5,-1.7,45,115,63
2011-12,63,"Louisiana Tech",8-5,-1.7,39,90,70
2011-12,64,"SMU",8-5,-1.9,5,91,73
2011-12,65,"UConn",5-7,-1.9,55,109,62
2011-12,66,"BYU",10-3,-2.0,13,69,65
2011-12,67,"Houston",13-1,-2.3,41,99,75
2011-12,68,"Purdue",7-6,-2.6,53,109,67
2011-12,69,"Toledo",9-4,-2.7,19,120,71
2011-12,70,"Minnesota",3-9,-2.8,17,115,66
2011-12,71,"Duke",3-9,-2.8,63,94,64
2011-12,72,"NC State",8-5,-2.9,41,105,68
2011-12,73,"Nevada",7-6,-2.9,1,76,76
2011-12,74,"Navy",5-7,-3.1,54,112,69
2011-12,75,"Kentucky",5-7,-3.1,57,109,72
2011-12,76,"Southern Miss",12-2,-3.1,49,106,77
2011-12,77,"Virginia",8-5,-3.2,70,117,74
2011-12,78,"Marshall",7-6,-3.8,10,98,78
2011-12,79,"Rice",4-8,-4.6,13,92,80
2011-12,80,"Air Force",7-6,-4.9,33,103,87
2011-12,81,"Army",3-9,-4.9,28,101,82
2011-12,82,"W Michigan",7-6,-5.1,15,84,81
2011-12,83,"UCF",5-7,-5.1,45,91,84
2011-12,84,"San Diego St",8-5,-5.4,31,104,79
2011-12,85,"San Jose St",5-7,-5.4,11,108,83
2011-12,86,"E Carolina",5-7,-5.5,4,88,88
2011-12,87,"Fresno St",4-9,-5.7,6,88,85
2011-12,88,"Indiana",1-11,-5.7,54,117,86
2011-12,89,"Miami OH",4-8,-6.1,7,104,89
2011-12,90,"Ball St",6-6,-6.2,45,99,90
2011-12,91,"N Illinois",11-3,-6.9,44,104,94
2011-12,92,"UTEP",5-7,-7.4,85,110,92
2011-12,93,"Utah St",7-6,-7.4,20,103,93
2011-12,94,"Bowling Green",5-7,-7.4,68,116,91
2011-12,95,"Wyoming",8-5,-8.1,92,119,97
2011-12,96,"Temple",9-4,-8.4,64,119,96
2011-12,97,"UL Monroe",4-9,-8.5,5,97,95
2011-12,98,"Arkansas St",10-3,-8.9,23,102,100
2011-12,99,"N Texas",5-7,-9.0,26,114,98
2011-12,100,"Idaho",2-10,-9.0,67,109,99
2011-12,101,"New Mexico St",4-9,-9.3,53,119,101
2011-12,102,"Louisiana",10-4,-9.5,7,116,104
2011-12,103,"C Michigan",3-9,-9.6,82,117,103
2011-12,104,"Hawai'i",6-7,-9.8,56,107,102
2011-12,105,"UAB",3-9,-9.8,2,105,105
2011-12,106,"Ohio",10-4,-9.8,79,116,112
2011-12,107,"Buffalo",3-9,-10.1,24,113,107
2011-12,108,"Kent St",5-7,-10.2,6,115,110
2011-12,109,"Troy",3-9,-10.5,2,111,106
2011-12,110,"Florida Intl",8-5,-10.6,53,113,108
2011-12,111,"W Kentucky",7-5,-10.7,38,113,109
2011-12,112,"UNLV",2-10,-10.7,11,115,111
2011-12,113,"Colorado St",3-9,-11.4,70,118,113
2011-12,114,"Florida Atlantic",1-11,-11.7,3,115,114
2011-12,115,"Middle Tenn",2-10,-11.9,15,115,115
2011-12,116,"E Michigan",6-6,-12.5,85,120,116
2011-12,117,"Tulane",2-11,-12.8,102,119,117
2011-12,118,"Akron",1-11,-14.8,21,118,118
2011-12,119,"Memphis",2-10,-15.2,20,120,119
2011-12,120,"New Mexico",1-11,-15.7,71,120,120
2012-13,1,"Alabama",13-1,10.1,1,27,3
2012-13,2,"Oklahoma",10-3,10.0,1,85,1
2012-13,3,"Texas A&M",11-2,9.9,1,18,6
2012-13,4,"Kansas St",11-2,9.9,1,97,2
2012-13,5,"Florida",11-2,8.2,1,57,4
2012-13,6,"Oregon",12-1,8.2,3,81,10
2012-13,7,"Notre Dame",12-1,8.0,3,64,12
2012-13,8,"Texas",9-4,7.7,3,98,7
2012-13,9,"Oklahoma St",8-5,7.5,3,66,5
2012-13,10,"Missouri",5-7,7.4,1,93,14
2012-13,11,"LSU",10-3,7.3,3,87,16
2012-13,12,"Baylor",8-5,7.1,7,115,8
2012-13,13,"Oregon St",9-4,6.9,5,63,13
2012-13,14,"TCU",7-6,6.7,6,105,9
2012-13,15,"Georgia",12-2,6.5,7,91,19
2012-13,16,"Stanford",12-2,6.4,6,100,15
2012-13,17,"USC",7-6,6.3,4,86,11
2012-13,18,"South Carolina",11-2,6.2,6,35,21
2012-13,19,"Iowa St",6-7,5.6,4,74,17
2012-13,20,"Michigan",8-5,5.5,1,22,22
2012-13,21,"Nebraska",10-4,4.9,13,59,24
2012-13,22,"West Virginia",7-6,4.4,12,113,20
2012-13,23,"Texas Tech",8-5,4.3,5,121,18
2012-13,24,"Mississippi",7-6,4.1,24,114,26
2012-13,25,"Arizona",8-5,3.7,9,73,23
2012-13,26,"Wisconsin",8-6,3.6,14,99,28
2012-13,27,"UCLA",9-5,3.5,24,101,27
2012-13,28,"Arizona St",8-5,3.0,20,119,25
2012-13,29,"Michigan St",7-6,3.0,8,37,33
2012-13,30,"Arkansas",4-8,2.9,10,98,29
2012-13,31,"Vanderbilt",9-4,2.6,6,35,31
2012-13,32,"Tennessee",5-7,2.5,7,68,32
2012-13,33,"California",3-9,2.3,13,91,30
2012-13,34,"Washington",7-6,2.1,15,71,34
2012-13,35,"Georgia Tech",7-7,2.1,17,76,43
2012-13,36,"BYU",8-5,1.8,19,113,37
2012-13,37,"Auburn",3-9,1.7,4,42,38
2012-13,38,"Kansas",1-11,1.7,28,117,35
2012-13,39,"Utah",5-7,1.6,9,115,36
2012-13,40,"Florida St",12-2,1.6,11,109,40
2012-13,41,"Ohio St",12-0,1.4,16,89,39
2012-13,42,"Clemson",11-2,1.4,16,90,48
2012-13,43,"Mississippi St",8-5,1.2,40,101,41
2012-13,44,"Miami",7-5,0.9,8,52,42
2012-13,45,"Virginia Tech",7-6,0.8,21,51,44
2012-13,46,"Syracuse",8-5,0.8,13,83,45
2012-13,47,"Northwestern",10-3,0.7,32,90,46
2012-13,48,"Kentucky",2-10,-0.2,14,85,47
2012-13,49,"Penn St",8-4,-1.1,34,82,50
2012-13,50,"Iowa",4-8,-1.2,33,99,49
2012-13,51,"Pittsburgh",6-7,-1.3,39,93,52
2012-13,52,"S Florida",3-9,-1.3,27,106,51
2012-13,53,"Purdue",6-7,-2.1,23,109,54
2012-13,54,"Utah St",11-2,-2.4,38,123,55
2012-13,55,"Louisville",11-2,-2.5,41,92,69
2012-13,56,"NC State",7-6,-2.5,10,70,59
2012-13,57,"Boston College",2-10,-2.7,42,97,56
2012-13,58,"Minnesota",6-7,-2.9,55,119,61
2012-13,59,"Duke",6-7,-2.9,48,106,60
2012-13,60,"Tulsa",11-3,-2.9,23,88,63
2012-13,61,"SMU",7-6,-2.9,13,82,76
2012-13,62,"Virginia",4-8,-3.1,42,116,57
2012-13,63,"Rutgers",9-4,-3.2,44,114,64
2012-13,64,"Fresno St",9-4,-3.5,20,119,53
2012-13,65,"Washington St",3-9,-3.5,14,115,58
2012-13,66,"UCF",10-4,-3.6,17,116,68
2012-13,67,"Maryland",4-8,-3.7,60,104,62
2012-13,68,"Cincinnati",10-3,-4.0,29,107,67
2012-13,69,"Arkansas St",10-3,-4.5,2,96,65
2012-13,70,"North Carolina",8-4,-4.5,41,95,75
2012-13,71,"Indiana",4-8,-4.5,65,122,66
2012-13,72,"Temple",4-7,-4.5,52,121,74
2012-13,73,"UConn",5-7,-4.6,49,114,73
2012-13,74,"Illinois",2-10,-4.7,27,74,70
2012-13,75,"Boise St",11-2,-4.7,4,78,71
2012-13,76,"San Jose St",11-2,-4.8,15,114,72
2012-13,77,"Louisiana Tech",9-3,-5.4,43,96,80
2012-13,78,"Wake Forest",5-7,-5.6,72,102,78
2012-13,79,"Ball St",9-4,-5.6,58,102,82
2012-13,80,"San Diego St",9-4,-6.0,31,110,81
2012-13,81,"UL Monroe",8-5,-6.3,14,101,79
2012-13,82,"UTEP",3-9,-6.3,7,96,84
2012-13,83,"Louisiana",9-4,-6.3,58,122,77
2012-13,84,"Navy",8-5,-6.9,2,90,88
2012-13,85,"N Illinois",12-2,-7.1,34,118,102
2012-13,86,"Toledo",9-4,-7.1,22,101,89
2012-13,87,"N Texas",4-8,-7.2,4,104,83
2012-13,88,"Florida Intl",3-9,-7.4,36,104,85
2012-13,89,"Southern Miss",0-12,-7.6,2,92,91
2012-13,90,"Troy",5-7,-7.7,69,108,87
2012-13,91,"Kent St",11-3,-7.9,91,122,97
2012-13,92,"Nevada",7-6,-8.0,30,106,94
2012-13,93,"Tulane",2-10,-8.2,10,120,95
2012-13,94,"W Kentucky",7-6,-8.2,28,121,86
2012-13,95,"Rice",7-6,-8.3,19,113,96
2012-13,96,"Marshall",5-7,-8.4,11,105,98
2012-13,97,"Colorado",1-11,-8.5,68,123,90
2012-13,98,"Houston",5-7,-8.5,22,100,100
2012-13,99,"Middle Tenn",8-4,-8.7,92,124,93
2012-13,100,"Florida Atlantic",3-9,-8.7,83,120,92
2012-13,101,"E Michigan",2-10,-9.0,49,108,99
2012-13,102,"Bowling Green",8-5,-9.3,10,114,105
2012-13,103,"Army",2-10,-9.6,25,110,101
2012-13,104,"E Carolina",8-5,-9.7,50,117,107
2012-13,105,"Buffalo",4-8,-10.0,13,117,104
2012-13,106,"W Michigan",4-8,-10.5,20,110,106
2012-13,107,"Wyoming",4-8,-10.6,9,111,103
2012-13,108,"Miami OH",4-8,-10.7,6,117,110
2012-13,109,"Texas St",4-8,-10.9,26,120,109
2012-13,110,"UMass",1-11,-11.0,18,114,111
2012-13,111,"Ohio",9-4,-11.3,40,122,121
2012-13,112,"Air Force",6-7,-11.3,59,120,108
2012-13,113,"UAB",3-9,-11.3,22,120,115
2012-13,114,"Memphis",4-8,-11.4,109,124,117
2012-13,115,"C Michigan",7-6,-11.8,79,121,120
2012-13,116,"S Alabama",2-11,-12.0,55,121,114
2012-13,117,"Akron",1-11,-12.0,35,123,119
2012-13,118,"Colorado St",4-8,-12.0,81,119,112
2012-13,119,"UNLV",2-11,-12.1,70,120,116
2012-13,120,"New Mexico",4-9,-12.2,88,124,113
2012-13,121,"Hawai'i",3-9,-12.6,1,121,118
2012-13,122,"Idaho",1-11,-13.6,97,122,122
2012-13,123,"New Mexico St",1-11,-14.9,105,124,123
2012-13,124,"UTSA",8-4,-16.7,58,124,124
2013-14,1,"Stanford",11-3,11.9,1,83,1
2013-14,2,"Arizona St",10-4,10.9,1,96,2
2013-14,3,"Auburn",12-2,10.9,3,68,9
2013-14,4,"UCLA",10-3,10.8,2,71,3
2013-14,5,"Washington",9-4,10.1,2,56,4
2013-14,6,"Oregon",11-2,10.1,2,63,5
2013-14,7,"Alabama",11-2,9.5,1,34,7
2013-14,8,"Utah",5-7,9.4,1,54,6
2013-14,9,"Oklahoma",11-2,9.0,8,111,17
2013-14,10,"Georgia",8-5,8.9,1,13,8
2013-14,11,"LSU",10-3,8.5,5,45,10
2013-14,12,"Missouri",12-2,8.4,12,105,19
2013-14,13,"Florida St",14-0,8.4,13,50,18
2013-14,14,"Texas",8-5,8.4,10,87,16
2013-14,15,"Oklahoma St",10-3,8.3,4,46,15
2013-14,16,"Mississippi",8-5,8.3,1,45,13
2013-14,17,"South Carolina",11-2,8.2,4,63,22
2013-14,18,"Baylor",11-2,7.9,7,107,11
2013-14,19,"Texas A&M",9-4,7.8,3,82,12
2013-14,20,"Mississippi St",7-6,7.2,5,44,14
2013-14,21,"Clemson",11-2,7.1,19,40,29
2013-14,22,"Wisconsin",9-4,6.8,6,98,23
2013-14,23,"USC",10-4,6.7,12,74,21
2013-14,24,"Oregon St",7-6,6.4,15,101,28
2013-14,25,"Florida",4-8,6.2,6,67,26
2013-14,26,"Washington St",6-7,6.1,5,90,20
2013-14,27,"Arizona",8-5,6.1,21,114,25
2013-14,28,"BYU",8-5,6.0,12,49,27
2013-14,29,"TCU",4-8,5.5,2,37,30
2013-14,30,"Notre Dame",9-4,5.5,10,61,24
2013-14,31,"Kansas St",8-5,4.9,16,112,33
2013-14,32,"Texas Tech",8-5,4.8,32,77,36
2013-14,33,"Tennessee",5-7,4.7,12,112,31
2013-14,34,"Ohio St",12-2,4.4,8,97,35
2013-14,35,"Georgia Tech",7-6,4.4,15,107,32
2013-14,36,"Michigan St",13-1,4.4,29,124,37
2013-14,37,"Virginia Tech",8-5,3.8,1,37,34
2013-14,38,"Iowa",8-5,3.3,37,98,39
2013-14,39,"Michigan",7-6,3.1,20,94,38
2013-14,40,"Arkansas",3-9,2.6,37,101,40
2013-14,41,"Vanderbilt",9-4,2.4,16,60,46
2013-14,42,"Miami",9-4,2.2,24,107,42
2013-14,43,"Pittsburgh",7-6,2.1,6,53,41
2013-14,44,"Indiana",5-7,1.6,35,124,43
2013-14,45,"Iowa St",3-9,1.4,38,120,47
2013-14,46,"North Carolina",7-6,1.4,3,52,44
2013-14,47,"Virginia",2-10,1.0,3,80,45
2013-14,48,"Duke",10-4,0.9,48,124,52
2013-14,49,"Boise St",8-5,0.8,10,50,49
2013-14,50,"UCF",12-1,0.8,23,117,63
2013-14,51,"California",1-11,0.8,31,66,50
2013-14,52,"Northwestern",5-7,0.6,34,87,48
2013-14,53,"Nebraska",9-4,0.4,14,81,59
2013-14,54,"Kentucky",2-10,0.2,22,88,56
2013-14,55,"Utah St",9-5,0.1,10,55,51
2013-14,56,"West Virginia",4-8,0.1,35,110,53
2013-14,57,"Penn St",7-5,-0.2,41,65,55
2013-14,58,"Minnesota",8-5,-0.6,54,125,54
2013-14,59,"Boston College",7-6,-0.7,46,114,60
2013-14,60,"Houston",8-5,-0.8,51,122,57
2013-14,61,"Syracuse",7-6,-0.9,9,61,58
2013-14,62,"Colorado",4-8,-1.3,61,123,62
2013-14,63,"Illinois",4-8,-1.4,38,114,61
2013-14,64,"Kansas",3-9,-2.7,59,124,66
2013-14,65,"Wake Forest",4-8,-2.9,64,123,65
2013-14,66,"Purdue",1-11,-2.9,14,90,64
2013-14,67,"Louisville",12-1,-3.2,39,109,75
2013-14,68,"Maryland",7-6,-3.4,63,122,67
2013-14,69,"Nevada",4-8,-3.7,9,93,68
2013-14,70,"Navy",9-4,-3.9,36,75,69
2013-14,71,"San Jose St",6-6,-3.9,48,123,70
2013-14,72,"Hawai'i",1-11,-3.9,4,96,71
2013-14,73,"SMU",5-7,-4.0,33,86,72
2013-14,74,"NC State",3-9,-4.6,68,124,76
2013-14,75,"S Florida",2-10,-4.7,64,113,74
2013-14,76,"Toledo",7-5,-4.8,3,77,73
2013-14,77,"Fresno St",11-2,-5.0,54,100,86
2013-14,78,"Rutgers",6-7,-5.3,38,96,83
2013-14,79,"Tulsa",3-9,-5.4,32,89,77
2013-14,80,"UConn",3-9,-5.8,56,119,78
2013-14,81,"UTSA",7-5,-6.0,17,97,79
2013-14,82,"Memphis",3-9,-6.0,54,112,81
2013-14,83,"Cincinnati",9-4,-6.0,40,119,90
2013-14,84,"Temple",2-10,-6.1,7,106,82
2013-14,85,"Colorado St",8-6,-6.3,53,109,89
2013-14,86,"San Diego St",8-5,-6.3,43,98,85
2013-14,87,"Bowling Green",10-4,-6.3,57,117,84
2013-14,88,"Rice",10-4,-6.4,1,91,87
2013-14,89,"E Carolina",10-3,-6.4,67,121,80
2013-14,90,"N Illinois",12-2,-6.7,39,114,94
2013-14,91,"Marshall",10-4,-7.0,71,125,88
2013-14,92,"UNLV",7-6,-7.4,18,122,93
2013-14,93,"Florida Atlantic",6-6,-7.8,24,117,91
2013-14,94,"Middle Tenn",8-5,-8.0,72,120,97
2013-14,95,"Arkansas St",8-5,-8.0,50,115,100
2013-14,96,"N Texas",9-4,-8.4,55,107,95
2013-14,97,"Tulane",7-6,-8.4,95,125,98
2013-14,98,"Kent St",4-8,-8.6,79,119,96
2013-14,99,"UL Monroe",6-6,-8.7,3,106,99
2013-14,100,"Buffalo",8-5,-8.9,2,113,92
2013-14,101,"Troy",6-6,-9.1,79,115,101
2013-14,102,"W Kentucky",8-4,-9.2,29,103,102
2013-14,103,"S Alabama",6-6,-9.4,94,122,103
2013-14,104,"Louisiana",9-4,-9.5,14,104,104
2013-14,105,"Air Force",2-10,-10.0,59,117,106
2013-14,106,"New Mexico",3-9,-10.0,62,123,105
2013-14,107,"Wyoming",5-7,-10.4,17,117,107
2013-14,108,"Ball St",10-3,-10.8,86,122,110
2013-14,109,"Army",3-9,-10.9,78,118,108
2013-14,110,"Akron",5-7,-11.1,20,124,109
2013-14,111,"Ohio",7-6,-11.7,14,114,112
2013-14,112,"Miami OH",0-12,-12.2,22,121,111
2013-14,113,"Idaho",1-11,-13.4,25,122,113
2013-14,114,"Southern Miss",1-11,-13.4,35,116,114
2013-14,115,"UAB",2-10,-14.1,9,120,115
2013-14,116,"Georgia St",0-12,-14.4,105,125,119
2013-14,117,"C Michigan",6-6,-14.5,16,122,116
2013-14,118,"Texas St",6-6,-14.5,72,122,120
2013-14,119,"UTEP",2-10,-14.5,74,124,118
2013-14,120,"W Michigan",1-11,-14.7,22,123,117
2013-14,121,"Louisiana Tech",4-8,-15.3,37,125,121
2013-14,122,"UMass",1-11,-15.6,20,123,123
2013-14,123,"E Michigan",2-10,-15.6,104,123,122
2013-14,124,"Florida Intl",1-11,-16.1,16,125,124
2013-14,125,"New Mexico St",2-10,-17.1,29,125,125
2014-15,1,"Auburn",8-5,14.0,1,45,1
2014-15,2,"Alabama",12-2,13.7,1,29,2
2014-15,3,"Mississippi",9-4,12.3,2,53,5
2014-15,4,"Arkansas",7-6,11.8,2,41,3
2014-15,5,"Oregon",13-2,11.4,2,61,12
2014-15,6,"Ohio St",14-1,11.1,6,55,26
2014-15,7,"LSU",8-5,11.0,3,22,4
2014-15,8,"UCLA",10-3,10.2,6,39,8
2014-15,9,"TCU",12-1,10.1,6,121,10
2014-15,10,"Mississippi St",10-3,9.7,4,104,6
2014-15,11,"Baylor",11-2,9.6,4,75,13
2014-15,12,"Texas A&M",8-5,9.5,3,33,7
2014-15,13,"Kansas St",9-4,9.5,9,87,9
2014-15,14,"Georgia",10-3,9.2,3,35,14
2014-15,15,"Stanford",8-5,8.8,8,81,11
2014-15,16,"Michigan St",11-2,8.8,5,113,24
2014-15,17,"USC",9-4,8.3,4,59,19
2014-15,18,"West Virginia",7-6,8.2,1,50,16
2014-15,19,"Oklahoma",8-5,8.2,3,75,15
2014-15,20,"Arizona",10-4,7.9,16,102,18
2014-15,21,"Florida",7-5,7.6,6,100,17
2014-15,22,"Utah",9-4,7.5,16,121,20
2014-15,23,"Missouri",11-3,7.3,20,96,22
2014-15,24,"Tennessee",7-6,7.0,4,79,21
2014-15,25,"Texas",6-7,6.9,6,77,23
2014-15,26,"Georgia Tech",11-3,6.6,23,99,29
2014-15,27,"Florida St",13-1,6.6,1,38,31
